event_key,name,event_start,event_end,event_type,description,speakers,artists,venue,venue_id,address,media_url,rsvp_url,Cost,Learn more
271,Basic Qigong,4/29/15 16:30,4/29/15 17:30,Mind and body,"Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
705,Basic Qigong,5/6/15 16:30,5/6/15 17:30,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
706,Basic Qigong,5/13/15 16:30,5/13/15 17:30,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
707,Basic Qigong,5/20/15 16:30,5/20/15 17:30,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
708,Basic Qigong,5/27/15 16:30,5/27/15 17:30,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
726,Basic Qigong,5/4/15 8:00,5/4/15 9:00,Mind and body,"Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
727,Basic Qigong,5/11/15 8:00,5/11/15 9:00,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
728,Basic Qigong,5/18/15 8:00,5/18/15 9:00,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
729,Basic Qigong,5/25/15 8:00,5/25/15 9:00,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1001,Basic Qigong,6/1/15 8:00,6/1/15 9:00,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1002,Basic Qigong,6/8/15 8:00,6/8/15 9:00,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1003,Basic Qigong,6/15/15 8:00,6/15/15 9:00,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1004,Basic Qigong,6/22/15 8:00,6/22/15 9:00,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1023,Basic Qigong,6/3/15 16:30,6/3/15 17:30,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1024,Basic Qigong,6/10/15 16:30,6/10/15 17:30,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1025,Basic Qigong,6/17/15 16:30,6/17/15 17:30,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1026,Basic Qigong,6/24/15 16:30,6/24/15 17:30,"Mind and body, Movement","Ongoing qigong class open to beginner and continuing students.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.",,"Charles Meyers (acupuncture, tai chi)",Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/cc/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
322,Basic Yoga with Theresa,4/1/15 8:30,4/1/15 10:00,Yoga,"Learn the basics of yoga with attention to alignment and fun! &nbsp; Everyone can get something out of this class- beginner and experienced yogi alike.&nbsp; All Levels.<br /><br />Fees are $10 per class in a series, paid upfront at the start of the series, which ends April 15.&nbsp;<br /><br />The series will be pro-rated for late joiners.&nbsp; Please note that we cannot give refunds for missed classes, but you are most welcome to make up any missed classes in a series, by attending another day/time with the same teacher.&nbsp;<br /><br />&nbsp;Drop-in fee is $14 /class.&nbsp;",,"Theresa Mundy (yoga, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/theresa-mundy.html,,
323,Basic Yoga with Theresa,4/8/15 8:30,4/8/15 10:00,Yoga,"Learn the basics of yoga with attention to alignment and fun! &nbsp; Everyone can get something out of this class- beginner and experienced yogi alike.&nbsp; All Levels.<br /><br />Fees are $10 per class in a series, paid upfront at the start of the series, which ends April 15.&nbsp;<br /><br />The series will be pro-rated for late joiners.&nbsp; Please note that we cannot give refunds for missed classes, but you are most welcome to make up any missed classes in a series, by attending another day/time with the same teacher.&nbsp;<br /><br />&nbsp;Drop-in fee is $14 /class.&nbsp;",,"Theresa Mundy (yoga, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/theresa-mundy.html,,
324,Basic Yoga with Theresa,4/15/15 8:30,4/15/15 10:00,Yoga,"Learn the basics of yoga with attention to alignment and fun! &nbsp; Everyone can get something out of this class- beginner and experienced yogi alike.&nbsp; All Levels.<br /><br />Fees are $10 per class in a series, paid upfront at the start of the series, which ends April 15.&nbsp;<br /><br />The series will be pro-rated for late joiners.&nbsp; Please note that we cannot give refunds for missed classes, but you are most welcome to make up any missed classes in a series, by attending another day/time with the same teacher.&nbsp;<br /><br />&nbsp;Drop-in fee is $14 /class.&nbsp;",,"Theresa Mundy (yoga, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/theresa-mundy.html,,
820,Basic Yoga with Theresa,4/29/15 8:30,4/29/15 10:00,Yoga,"Learn the basics of yoga with attention to alignment and fun! &nbsp; Everyone can get something out of this class- beginner and experienced yogi alike.&nbsp; All Levels.<br /><br />Fees are $10 per class in a series, paid upfront at the start of the series, which ends April 15.&nbsp;<br /><br />The series will be pro-rated for late joiners.&nbsp; Please note that we cannot give refunds for missed classes, but you are most welcome to make up any missed classes in a series, by attending another day/time with the same teacher.&nbsp;<br /><br />&nbsp;Drop-in fee is $14 /class.&nbsp;",,"Theresa Mundy (yoga, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/theresa-mundy.html,,
821,Basic Yoga with Theresa,5/6/15 8:30,5/6/15 10:00,Yoga,"Learn the basics of yoga with attention to alignment and fun! &nbsp; Everyone can get something out of this class- beginner and experienced yogi alike.&nbsp; All Levels.<br /><br />Fees are $10 per class in a series, paid upfront at the start of the series, which ends April 15.&nbsp;<br /><br />The series will be pro-rated for late joiners.&nbsp; Please note that we cannot give refunds for missed classes, but you are most welcome to make up any missed classes in a series, by attending another day/time with the same teacher.&nbsp;<br /><br />&nbsp;Drop-in fee is $14 /class.&nbsp;",,"Theresa Mundy (yoga, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/theresa-mundy.html,,
822,Basic Yoga with Theresa,5/13/15 8:30,5/13/15 10:00,Yoga,"Learn the basics of yoga with attention to alignment and fun! &nbsp; Everyone can get something out of this class- beginner and experienced yogi alike.&nbsp; All Levels.<br /><br />Fees are $10 per class in a series, paid upfront at the start of the series, which ends April 15.&nbsp;<br /><br />The series will be pro-rated for late joiners.&nbsp; Please note that we cannot give refunds for missed classes, but you are most welcome to make up any missed classes in a series, by attending another day/time with the same teacher.&nbsp;<br /><br />&nbsp;Drop-in fee is $14 /class.&nbsp;",,"Theresa Mundy (yoga, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/theresa-mundy.html,,
